Código institución,Nombre institución,Código del registro,Nombre del registro,Tipo de registro,Estado registro,Descripción del registro,Área responsable,Cargo del o la responsable,Tipo de inicio,Acto de inicio,Acto de término,Producto institucional relacionado,Número Ley,URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile),Otras fuentes normativas,Pago asociado,Tipo de usuario(a),Segmento de usuarios(as),Relación con el Registro Social de Hogares (RSH) y/o con el Registro de Información Social (RIS) para la selección de sus usuarios,Disponibilidad para su realización,Nivel de digitalización,Canal digital - Canales transaccionales,Canal presencial - Canales transaccionales,Canal telefónico - Canales transaccionales,Módulos de autoatención - Canales transaccionales,URL del inicio,Ficha ChileAtiende relacionada,URL de ficha ChileAtiende,Número de plataformas electrónicas que intervienen en el soporte electrónico,Alcance de las plataformas electrónicas que soportan el registro,Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización,Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización,Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización,Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización,No utiliza mecanismo de autenticación - Autenticación,Utiliza ClaveÚnica - Autenticación,Utiliza Clave Tributaria - Autenticación,Utiliza un mecanismo de autenticación propio - Autenticación,Mecanismo de autenticación digital para funcionarios,Firma electrónica Avanzada,Notificación(es) practicada(s),Tiene etapa Inicio,Tiene etapa Instrucción,Tiene etapa Finalización,Medio utilizado para notificar en la etapa de iniciación,Medio utilizado para notificar en la etapa de instrucción,Medio utilizado para notificar en la etapa de finalización,"Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado",Documento(s) notarial(es),Nombre del documento notarial relacionado,Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado,Fecha de creación,Fecha de actualización
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PA-GOR00563-00013,Funcionamiento de la Comisión de Evaluación Ambiental del Gobierno Regional de Los Ríos para emitir informe y pronunciamiento sobre proyectos ingresados al Sistema de Evaluación de Impacto Ambiental (SEIA),Procedimiento administrativo de función común,Completado,"El Gobierno Regional emite Informe sobre la Compatibilidad Territorial de los proyectos ingresados al SEIA (Artículo 8° inciso 3 de la Ley N°19.300); y pronunciamiento que señala si el proyecto se relaciona con las Políticas, Planes y Programas de Desarrollo Regional vigentes (Artículo 9° ter. inciso 2), a traves de un análisis de la Comisión de Evaluación Ambiental del Gobierno Regional (integrado por 4 Consejeros Regionales), donde el Gobernador (en su calidad de órgano ejecutivo) somete el informe y pronunciamiento a acuerdo de la Comisión de Medio Ambiente, Áreas Silvestres Protegidas y Humedales y Plenario del Consejo Regional (en su calidad de órgano resolutivo).",Áreas asociadas al mandato institucional,Profesional división de planificación y desarrollo regional,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud de evaluación,Certificado de consejo regional con pronunciamiento ,,19300,https://www.bcn.cl/leychile/navegar?idNorma=30667,No,,,,,,Nivel 3,,Sí,,,https://seia.sea.gob.cl/busqueda/buscarProyecto.php,,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,Sí,,,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,Sí,,,"Sí, realiza envíos por medios electrónicos propios",2023-12-28 11:35:38,2023-12-28 22:49:05
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PA-GOR00563-00014,Procesos sumariales,Procedimiento administrativo de función común,Completado,Regula la instrucción de procedimientos disciplinarios a efectos de verificar la concurrencia de responsabilidad administrativo de el o la funcionaria.,Fiscalía - jurídica,Jefatura Departamento Jurídico,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",solicitud de investigación o sumario administrativo,resolución con pronunciamiento de investigación o sumario administrativo,,18834,https://www.bcn.cl/leychile/navegar?idNorma=236392,No,,,,,,Nivel 0,,Sí,,,,,,,,,,,,,,,,,,Utiliza firma electrónica avanzada provista por un externo,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,No,,,No considera comunicaciones oficiales,2023-12-28 16:26:43,2023-12-28 21:40:22
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00015,Postulación online y Gestión de Proyectos FRIL,Procedimiento administrativo de función específica,Completado,"Sistema que permite la postulación on line y la posterior gestión de proyectos del Fondo Regional de Iniciativa Local (FRIL), que es un fondo que surge del FNDR y que permite financiar proyectos de infraestructura menor, que permitan mejorar la calidad de vida de la población de las comunas de la Región de Los Ríos, tanto del sector urbano como rural.",Áreas asociadas al mandato institucional,Encargado unidad FRIL,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Llamado a concurso,Resolución que aprueba transferencia,Fondos concursables y/o postulables,21516,https://www.dipres.gob.cl/597/w3-multipropertyvalues-15168-35869.html#proyecto_capitulo,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,Sí,Sí,http://fril.goredelosrios.cl/index.php,No,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,Sí,,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Ambos medios,Sí,No,,"Sí, realiza envíos por medios electrónicos propios",2023-11-10 15:40:43,2023-12-28 22:35:01
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00016,"Postulación a Fondos concursables FNDR (Cultura, Deporte, Social)",Procedimiento administrativo de función específica,Completado,"Sistema que permite la postulación online de proyectos asociados a los Fondos Concursables del FNDR, estos proyectos contribuirán a la formación y bienestar integral de la comunidad regional, por medio de diversas acciones que promuevan y contribuyan a fortalecer a la ciudadanía en su conjunto.",Áreas asociadas al mandato institucional,Jefe de División de Desarrollo Social y Humano,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Llamado a concurso,Resolución que aprueba convenio de transferencias,Fondos concursables y/o postulables,21516,https://www.bcn.cl/leychile/navegar?idNorma=1186683,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,,,http://fondosconcursables.goredelosrios.cl/,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,Sí,No,,No considera comunicaciones oficiales,2023-11-10 15:40:43,2023-12-28 21:50:00
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00017,Procedimiento de Operatividad del Fondo Regional para la Productividad y el Desarrollo (FRPD),Procedimiento administrativo de función específica,Completado,"Este procedimiento comienza desde la definición de las prioridades estratégicas anuales definidas por el Gobernador Regional, en conjunto con la jefatura de la División de Fomento e Industria y presentadas para su conocimiento al Consejo Regional, definiciones que toman como base Estrategia Regional de Desarrollo para el periodo 2023-2037, la Política Regional de Fomento y sus lineamientos y finalizará con el cierre técnico y financiero de cada una de las incitativas.",Áreas asociadas al mandato institucional,Jefe de División de Fomento e Industrias,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Llamado a concurso y Asignación Directa a Instituciones Públicas ,Resolución que aprueba convenio de colaboración,Fondos concursables y/o postulables,21591,https://www.bcn.cl/leychile/navegar?idNorma=1194982,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",Productividad y emprendimiento,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,,,www.ficlosrios.cl,No,,1,Las plataformas electrónicas soportan parcialmente las etapas de tramitación del procedimiento administrativo y/o trámite,,,,Sí,,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,Sí,No,,No considera comunicaciones oficiales,2023-11-10 15:40:43,2024-10-21 16:31:41
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00018,Uso de inmuebles  pertenecientes al Gobierno Regional  ,Procedimiento administrativo de función específica,Completado,Comodato donde se entrega en uso gratuito a entidades que están vinculadas con la misión del gobierno regional con un fin especifico,Administración y finanzas,Jefe de división de administración y finanzas,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud formal de uso de bien fiscal,Resolución que autoriza comodato,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=8653213&idVersion=2023-04-01,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,No,,,,,,,No,Sí,comodato y convenio ante notario,No considera comunicaciones oficiales,2023-12-28 08:57:26,2023-12-28 22:17:10
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00019,Pronunciamiento del Consejo Regional de la Región de Los Ríos sobre instrumentos de planificación territorial (Planes reguladores comunales e intercomunales),Procedimiento administrativo de función específica,Completado,"El procedimiento se enmarca en las facultades entregadas al GORE según lo señalado en la LOCGAR, en el DS N° 35 del MMA,  y en el traspaso de competencias al Gobierno regional en el caso del PRI (D.S. MINVU N°237-2021) Para el caso del PRI existe un procedimiento aprobado por resolución para abordar la competencia . Para el Caso de los PR y aprobación final de los PRI, en virtud del art. 2.1.11. de la O.G.U.C.  y sobre lo informado técnicamente por la DDUI Seremi Minvu, se efectúa procedimiento de pronunciamiento del CORE, posterior resolución del Gobernador, publicación en el D.O. y en página del GORE .",Áreas asociadas al mandato institucional,Profesional división de planificación y desarrollo regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",ingreso de proyecto de plan regulador comunal o intercomunal,Certificado CORE con pronunciamiento de plan regulador comunal o intercomunal,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,Utiliza firma electrónica avanzada provista por un externo,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,No,No,,"Sí, realiza envíos por medios físicos",2023-12-28 11:49:09,2023-12-28 22:49:46
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00020,Anteproyecto regional de inversión (ARI),Procedimiento administrativo de función específica,Completado,El Gobierno Regional desarrolla el Anteproyecto Regional de Inversiones a partir de la información cargada en chile indica por los servicio regionales.,Áreas asociadas al mandato institucional,Jefatura de División de Planificación y Desarrollo Regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",oficio solicitando propuesta a servicios regionales,anteproyecto regional de inversiones,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios",2023-12-28 12:02:47,2023-12-28 20:36:28
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00021,Programa público de inversión regional (Propir),Procedimiento administrativo de función específica,Completado,El Gobierno Regional desarrolla el Programa Público de Inversión Regional a partir de la información cargada en chile indica por los sevicios regionales.,Áreas asociadas al mandato institucional,Jefatura de División de Planificación y Desarrollo Regional,"De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.",Una vez cargada información en portal chileindica,Documento base para ejecución seguimiento y control de presupuesto regional,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar sólo en algunos períodos del año,Nivel 3,,Sí,,,http://www.chileindica.cl/losrios/index.php,No,,1,Las plataformas electrónicas soportan todas las etapas de tramitación del procedimiento administrativo y/o trámite,,,,,Sí,,,,Sí,No utiliza mecanismo de autenticación digital para funcionarios,No utiliza firma electrónica avanzada,No,,,,,,,Sí,No,,"Sí, realiza envíos por medios físicos",2023-12-28 12:12:23,2023-12-28 20:42:40
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00022,Reevaluación de iniciativas de inversión,Procedimiento administrativo de función específica,Completado,"El procedimiento inicia cuando la unidad técnica solicita la reevaluación de una iniciativa de inversión en ejecución presupuestaria, la cual debe ser analizada por el GORE de Los Ríos en sus componentes técnicas y administrativas en virtud de las NIP del MDSyF y la normativa vigente. Si corresponde la reevaluación del MDSyF se ingresa la solicitud para su analisis. Aprobada técnicamente la reevaluación por le MDSyF y de requerir mayores recursos a los considerados en el proyecto inicial, se debe concurrir al CORE para solicitar el financiamiento faltante.",Áreas asociadas al mandato institucional,Profesional división de infraestructura y transporte,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud formal de reevaluación,Informe de reevaluación,Otros,19175,https://www.bcn.cl/leychile/navegar?idNorma=243771&idParte=,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Ambos medios,Ambos medios,Ambos medios,No,No,,"Sí, realiza envíos por medios electrónicos propios",2023-12-28 12:24:49,2023-12-28 22:11:08
PE-GOR-00563,Gobierno Regional de la Región de Los Ríos,PT-GOR00563-00023,Preevaluación de iniciativas de inversión,Procedimiento administrativo de función específica,Completado,"El procedimiento inicia con la solicitud de financiamiento de una Iniciativa de Inversión gestionada por una Unidad Formuladora que ingresa a la etapa de diseño o ejecución, que cuenten previamente con la Evaluación Estratégica efectuada por la DIPLADE, y que hayan sido derivadas a gestión de evaluación técnica por DIPLADE a la DIT. La DIT luego de revisar técnicamente la  Iniciativa de inversión emite un informe con resultado de “CONTINUIDAD” para su etapa de diseño o ejecución, la que es derivada  formalmente al MDSyF para su evaluación técnica según normativa vigente.",Áreas asociadas al mandato institucional,Profesional división de infraestructura y transportes,"Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.",Solicitud formal de unidad formuladora y realizada la evaluación estratégica,informe de evaluación.,Fondos concursables y/o postulables,19175,https://www.bcn.cl/leychile/navegar?idNorma=30542,No,No,"Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente",No aplica,No se requiere información,Se puede realizar durante todo el año,Nivel 0,,Sí,,,,No,,,,,,,,,,,,,,No utiliza firma electrónica avanzada,Sí,Sí,Sí,Sí,Sólo por medios electrónicos.,Solo por medios eléctronicos,Solo por medios eléctronicos,No,No,,"Sí, realiza envíos por medios electrónicos propios",2023-12-28 14:30:11,2023-12-28 21:12:28
